applicant_id,age,gender,married,dependents,education,self_employed,employment_status,years_employed,applicant_income,coapplicant_income,loan_amount,loan_term,credit_score,existing_loans,debt_to_income_ratio,previous_repayment_history,property_area,property_asset_value,bank_account_years,avg_bank_balance,loan_status
APP103669,39,Male,No,0,Graduate,No,Salaried,5.5,2400.0,1950.0,18.7,180,880.0,0,0.459,1,Semiurban,184700.0,1.4,10410.0,Approved
APP102648,48,Male,Yes,0,Not Graduate,No,Self-Employed,16.1,4810.0,2180.0,34.8,360,611.0,0,0.059,1,Rural,60900.0,0.3,3520.0,Approved
APP100233,41,Male,Yes,1,Graduate,No,Salaried,11.6,1440.0,1710.0,16.0,60,735.0,1,0.098,1,Semiurban,,2.6,500.0,Approved
APP104644,37,Male,Yes,0,Graduate,No,Self-Employed,5.3,17450.0,4530.0,90.4,240,709.0,1,0.212,1,Semiurban,26400.0,2.1,3280.0,Approved
APP100798,38,Male,No,0,Not Graduate,No,Salaried,12.5,7280.0,2190.0,18.1,360,682.0,0,0.165,1,Urban,211300.0,1.5,5800.0,Approved
APP100633,38,Female,Yes,3+,Graduate,Yes,Salaried,0.4,2980.0,0.0,15.4,360,503.0,2,0.166,1,Rural,27000.0,5.7,3430.0,Rejected
APP102314,61,Male,No,0,Graduate,No,Salaried,4.5,2350.0,1470.0,21.0,12,659.0,1,0.504,1,Rural,58300.0,3.5,13270.0,Rejected
APP100415,28,Male,No,1,Graduate,No,Self-Employed,11.6,7070.0,5180.0,63.4,84,640.0,1,0.203,1,Semiurban,42900.0,1.7,2700.0,Rejected
APP102659,49,Male,Yes,2,Graduate,No,Salaried,6.8,4720.0,1160.0,16.0,360,604.0,1,0.253,1,Semiurban,43800.0,2.3,19870.0,Rejected
APP102024,23,Male,No,1,Graduate,Yes,Business Owner,9.0,3010.0,0.0,14.6,84,659.0,1,0.366,1,Rural,55200.0,0.8,3960.0,Rejected
APP102607,41,Male,No,3+,Graduate,Yes,Self-Employed,4.8,7990.0,6810.0,,180,661.0,2,0.159,1,Urban,19200.0,6.3,1520.0,Approved
APP103893,55,Male,Yes,0,Graduate,No,Salaried,5.0,2100.0,0.0,10.0,360,613.0,1,0.131,1,Urban,14500.0,3.1,15410.0,Rejected
APP103493,24,Female,Yes,3+,Graduate,No,Salaried,6.7,2290.0,3120.0,15.8,36,717.0,0,0.396,1,Rural,23700.0,4.3,3190.0,Approved
APP100810,40,Female,Yes,1,Graduate,,Salaried,23.1,4890.0,0.0,11.9,120,662.0,1,0.069,0,Urban,44600.0,3.7,3180.0,Rejected
APP100017,34,Female,No,0,Graduate,No,Salaried,4.6,2990.0,0.0,10.0,36,532.0,1,0.039,1,Urban,25900.0,3.4,7590.0,Rejected
APP102533,34,Male,Yes,0,Graduate,Yes,Salaried,10.7,3430.0,3340.0,19.6,360,777.0,0,0.349,1,Urban,9600.0,11.1,3250.0,Approved
APP102462,29,Female,Yes,0,Graduate,Yes,Salaried,3.8,4370.0,0.0,14.9,12,722.0,0,0.603,0,Urban,25200.0,21.5,30790.0,Rejected
APP102091,51,Female,Yes,3+,Not Graduate,No,Unemployed,0.0,3370.0,0.0,10.0,180,684.0,0,0.385,1,Semiurban,45800.0,0.8,3080.0,Rejected
APP102170,41,Female,Yes,3+,Graduate,No,Salaried,4.7,4380.0,1870.0,25.3,120,738.0,0,0.234,1,Semiurban,39400.0,1.0,1860.0,Approved
APP100596,44,Male,Yes,3+,Not Graduate,No,Self-Employed,4.0,3370.0,0.0,19.6,240,,2,0.34,1,Semiurban,156900.0,12.2,1410.0,Rejected
APP104408,22,Female,Yes,2,Not Graduate,No,Salaried,3.3,2220.0,1140.0,19.2,120,645.0,1,0.115,1,Semiurban,,3.9,118520.0,Approved
APP102194,45,Male,Yes,0,Graduate,No,Salaried,5.0,1710.0,950.0,10.0,84,723.0,0,0.426,1,Urban,64800.0,1.0,17140.0,Approved
APP104397,41,Male,Yes,0,Not Graduate,No,Business Owner,5.7,3010.0,0.0,11.3,120,710.0,0,0.107,1,Rural,28300.0,5.2,5030.0,Approved
APP101557,43,Male,No,0,Graduate,Yes,Salaried,2.0,10690.0,2430.0,51.3,60,571.0,0,0.358,0,Rural,99300.0,1.0,4230.0,Rejected
APP102244,30,Female,No,2,Graduate,No,Salaried,0.3,8790.0,0.0,30.5,36,726.0,0,0.248,1,Urban,28600.0,10.5,6520.0,Approved
APP104439,43,Male,No,0,Graduate,Yes,Self-Employed,2.0,4600.0,2220.0,21.2,360,720.0,1,0.319,1,Urban,90900.0,1.2,3330.0,Approved
APP100371,51,Male,Yes,0,Graduate,No,Business Owner,1.6,4590.0,0.0,11.5,120,686.0,0,0.467,1,Urban,19800.0,6.2,17090.0,Rejected
APP103718,28,Male,Yes,0,Not Graduate,No,Salaried,2.3,2520.0,5610.0,32.5,120,640.0,1,0.199,1,Semiurban,26900.0,13.7,5780.0,Rejected
APP102757,66,Female,Yes,2,Not Graduate,Yes,Salaried,3.5,8640.0,3580.0,21.0,120,628.0,2,0.109,0,Rural,26200.0,2.6,1910.0,Rejected
APP103053,23,Male,Yes,2,Not Graduate,No,Salaried,1.2,3720.0,0.0,16.2,12,619.0,0,0.235,0,Semiurban,84300.0,2.4,820.0,Approved
APP100598,47,Female,Yes,2,Not Graduate,No,Self-Employed,2.2,11110.0,1450.0,31.8,36,611.0,3,0.161,1,Semiurban,34800.0,8.1,3090.0,Approved
APP100676,47,Female,Yes,3+,Not Graduate,Yes,Business Owner,4.1,2260.0,530.0,13.1,84,593.0,0,0.455,1,Rural,29400.0,1.3,1470.0,Rejected
APP100238,53,Female,Yes,2,Graduate,No,Salaried,0.4,3610.0,0.0,10.0,36,,0,0.372,1,Semiurban,226200.0,1.2,4120.0,Approved
APP104012,23,Male,No,3+,Not Graduate,No,Salaried,10.8,3270.0,0.0,10.2,60,624.0,0,0.441,1,Rural,35100.0,24.7,7880.0,Approved
APP104264,24,Male,No,3+,Not Graduate,Yes,Business Owner,6.4,3310.0,0.0,18.0,240,556.0,1,0.06,1,Semiurban,11800.0,9.6,7110.0,Rejected
APP101212,39,Male,Yes,0,Graduate,No,Salaried,4.0,4420.0,1030.0,10.0,60,729.0,0,0.395,0,Rural,85100.0,1.6,10280.0,Approved
APP101849,21,Male,Yes,0,Not Graduate,No,Salaried,6.8,2590.0,1340.0,18.3,120,594.0,2,0.112,1,Urban,65800.0,4.6,3050.0,Approved
APP102042,35,Male,No,0,Not Graduate,Yes,Salaried,6.6,4810.0,0.0,17.1,120,602.0,2,0.223,1,Urban,30300.0,2.1,2150.0,Rejected
APP101362,31,Female,No,1,Graduate,No,Business Owner,10.5,4160.0,0.0,19.1,240,867.0,0,0.054,1,Urban,28100.0,4.3,10120.0,Approved
APP104369,35,Female,No,1,Graduate,No,Salaried,10.3,4380.0,910.0,29.1,84,676.0,2,0.291,1,Urban,16700.0,15.3,2210.0,Rejected
APP103534,49,Male,Yes,2,Not Graduate,No,Salaried,9.9,1570.0,0.0,10.0,120,606.0,3,0.336,1,Rural,33200.0,4.5,6750.0,Rejected
APP103166,30,Female,Yes,0,Graduate,No,Salaried,11.1,4010.0,1770.0,30.2,240,704.0,1,0.293,1,Semiurban,24200.0,5.6,3460.0,Approved
APP102804,62,Male,Yes,0,Graduate,No,Self-Employed,8.4,8330.0,0.0,36.8,120,638.0,0,0.284,1,Semiurban,25700.0,11.6,3130.0,Approved
APP104256,41,Male,Yes,0,Graduate,No,Salaried,11.8,6310.0,0.0,18.7,36,777.0,0,0.223,0,Urban,29200.0,27.4,8830.0,Approved
APP103862,48,Female,Yes,2,Not Graduate,No,Self-Employed,3.7,3920.0,0.0,10.0,240,611.0,0,0.372,1,Semiurban,39900.0,1.7,16350.0,Rejected
APP102829,31,Male,Yes,0,Not Graduate,No,Unemployed,0.0,3730.0,940.0,10.9,12,622.0,0,0.389,1,Rural,24200.0,11.2,6890.0,Rejected
APP102367,50,Male,Yes,0,Graduate,No,Self-Employed,7.3,4860.0,1030.0,23.1,180,652.0,2,0.114,1,Rural,77800.0,1.4,4440.0,Approved
APP101756,31,Male,No,2,Graduate,No,Self-Employed,7.4,8680.0,0.0,27.0,360,735.0,1,0.127,1,Urban,50000.0,1.1,4970.0,Approved
APP104296,24,Male,Yes,1,Graduate,Yes,Salaried,2.8,7100.0,1350.0,12.8,12,759.0,0,0.267,1,Semiurban,59900.0,2.1,8390.0,Approved
APP104289,49,Male,Yes,0,Graduate,Yes,Salaried,2.7,3080.0,4740.0,45.1,12,646.0,0,0.276,1,Semiurban,43800.0,6.6,19570.0,Rejected
APP102414,40,Female,Yes,0,Graduate,No,Salaried,3.5,6730.0,1500.0,45.5,12,572.0,1,0.171,1,Rural,17600.0,0.1,3660.0,Rejected
APP104008,38,Male,No,0,Graduate,No,Salaried,11.9,17750.0,0.0,35.4,84,840.0,0,0.568,1,Semiurban,17700.0,1.0,3530.0,Approved
APP103674,66,Female,Yes,0,Not Graduate,Yes,Salaried,2.7,4860.0,1710.0,38.6,36,626.0,0,0.438,1,Semiurban,45800.0,0.8,2530.0,Approved
APP103557,34,Male,No,0,Not Graduate,No,Business Owner,4.7,4460.0,0.0,15.1,12,591.0,1,0.091,1,Semiurban,8200.0,9.4,5850.0,Approved
APP104112,54,Female,Yes,2,Not Graduate,No,Business Owner,1.5,4150.0,0.0,17.7,180,616.0,2,0.274,1,Rural,36700.0,1.3,5280.0,Rejected
APP100621,42,Male,Yes,1,Graduate,No,Salaried,12.0,1680.0,3770.0,10.0,240,736.0,0,0.352,1,Semiurban,67500.0,4.8,4680.0,Approved
APP102341,50,Male,No,3+,Graduate,No,Salaried,2.6,2100.0,0.0,10.0,360,528.0,1,0.12,1,Semiurban,50800.0,1.2,71320.0,Approved
APP103702,38,Female,Yes,1,Graduate,No,Unemployed,0.0,2900.0,3230.0,27.1,120,623.0,0,0.079,1,Semiurban,11400.0,9.9,12020.0,Rejected
APP100566,32,Female,Yes,1,Not Graduate,No,Self-Employed,7.5,2180.0,360.0,10.0,180,653.0,0,0.233,1,Urban,51300.0,4.2,2650.0,Rejected
APP101514,62,Male,Yes,1,Not Graduate,Yes,Unemployed,0.0,3960.0,610.0,21.2,60,592.0,0,0.435,1,Rural,217000.0,3.3,14380.0,Approved
APP102520,37,Male,Yes,0,Graduate,Yes,Self-Employed,0.2,2780.0,970.0,10.0,360,507.0,0,0.091,1,Semiurban,79200.0,14.1,2020.0,Approved
APP101215,59,Female,Yes,1,Graduate,Yes,Salaried,24.9,4450.0,0.0,10.0,36,751.0,1,0.231,1,Urban,21700.0,8.2,1940.0,Approved
APP100051,53,Female,Yes,1,Graduate,No,Business Owner,2.9,6570.0,0.0,15.3,360,625.0,1,0.308,1,Rural,47200.0,3.5,3990.0,Rejected
APP102210,45,Female,No,0,Not Graduate,No,Self-Employed,13.1,1890.0,0.0,11.3,84,634.0,1,0.201,1,Urban,37400.0,9.0,2090.0,Approved
APP100807,38,Male,Yes,3+,Graduate,No,Salaried,0.5,6020.0,0.0,12.8,60,680.0,0,0.293,1,Semiurban,59300.0,5.6,5770.0,Approved
APP102702,59,Male,No,0,Graduate,No,Business Owner,2.6,1930.0,510.0,10.0,36,646.0,1,0.461,1,Semiurban,16500.0,12.0,8390.0,Rejected
APP104183,49,Male,Yes,,Graduate,No,Unemployed,0.0,4630.0,1480.0,28.8,60,607.0,1,0.413,0,Semiurban,16500.0,1.3,11960.0,Rejected
APP100534,36,Female,Yes,0,Graduate,No,Salaried,1.4,4620.0,2730.0,41.3,12,646.0,2,0.238,0,Urban,17000.0,6.2,3940.0,Rejected
APP103249,40,Male,Yes,2,Graduate,,Business Owner,2.4,3180.0,0.0,14.9,240,743.0,0,0.229,1,Urban,11400.0,0.0,1530.0,Approved
APP103961,37,Male,Yes,0,Graduate,No,Self-Employed,0.3,5680.0,1940.0,30.8,180,632.0,2,0.415,1,Semiurban,92500.0,10.3,1050.0,Approved
APP100443,42,Male,Yes,0,Graduate,No,Unemployed,0.0,11360.0,0.0,18.9,180,573.0,1,0.126,1,Urban,14700.0,1.2,6600.0,Rejected
APP101001,34,Male,Yes,1,Graduate,Yes,Salaried,4.5,4470.0,0.0,,120,609.0,0,0.315,1,Rural,66000.0,12.0,8940.0,Rejected
APP100195,43,Female,No,1,Graduate,No,Salaried,1.3,5130.0,1940.0,38.0,60,628.0,1,0.107,0,Semiurban,283000.0,1.9,6700.0,Approved
APP101420,25,Female,No,3+,Not Graduate,No,Self-Employed,3.8,3290.0,1760.0,27.1,240,728.0,1,0.118,1,Urban,52800.0,0.9,2190.0,Approved
APP100812,21,Male,Yes,0,Not Graduate,No,Unemployed,0.0,4210.0,2320.0,37.7,36,599.0,0,0.092,1,Semiurban,216900.0,12.6,3060.0,Approved
APP101874,25,Female,Yes,0,Not Graduate,No,Salaried,3.4,3150.0,3130.0,,12,654.0,0,0.467,1,Semiurban,47500.0,7.2,3070.0,Approved
APP104455,32,Female,Yes,2,Graduate,Yes,Self-Employed,1.4,1680.0,730.0,12.0,120,566.0,1,0.435,1,Urban,8900.0,3.0,13880.0,Rejected
APP103063,53,Male,No,2,Not Graduate,No,Salaried,10.6,5050.0,0.0,10.0,360,689.0,1,0.471,1,Urban,24400.0,1.6,14480.0,Approved
APP104307,49,Male,No,,Graduate,,Self-Employed,2.5,3610.0,0.0,16.5,84,697.0,1,0.118,1,Urban,10000.0,4.8,4000.0,Rejected
APP103270,23,Male,Yes,0,Not Graduate,No,Salaried,0.3,8840.0,2770.0,53.0,240,604.0,1,0.618,1,Semiurban,209400.0,5.4,4570.0,Approved
APP102609,33,Male,No,0,Graduate,No,Salaried,4.5,5240.0,2970.0,27.7,240,651.0,1,0.243,1,Urban,24200.0,3.7,7170.0,Approved
APP103933,50,Female,Yes,1,Graduate,No,Salaried,2.2,5690.0,0.0,33.2,240,546.0,0,0.39,1,Semiurban,108800.0,2.9,4790.0,Approved
APP104190,32,Female,Yes,2,Graduate,No,Salaried,6.0,1200.0,4030.0,14.9,36,772.0,2,0.225,0,Urban,16600.0,0.4,13670.0,Approved
APP100644,54,Female,Yes,2,Not Graduate,No,Business Owner,20.7,4450.0,4060.0,49.5,120,569.0,0,0.455,1,Semiurban,109100.0,1.1,15990.0,Approved
APP102284,36,Female,Yes,0,Graduate,No,Salaried,1.3,3480.0,0.0,10.0,240,707.0,1,0.397,1,Urban,68200.0,5.1,8090.0,Approved
APP103591,54,Male,No,1,Graduate,Yes,Unemployed,0.0,3480.0,3370.0,41.0,240,523.0,1,0.232,0,Semiurban,26900.0,13.5,7390.0,Rejected
APP102577,40,Male,No,2,Not Graduate,Yes,Salaried,6.4,3290.0,0.0,17.2,120,625.0,0,0.447,1,Urban,15100.0,4.4,11210.0,Rejected
APP104447,32,Male,No,3+,Graduate,No,Salaried,5.3,7940.0,0.0,40.6,360,684.0,2,0.454,1,Rural,48800.0,4.0,2590.0,Rejected
APP100120,27,Male,Yes,2,Graduate,No,Salaried,1.3,6730.0,1670.0,36.5,84,687.0,0,0.322,1,Urban,32800.0,5.6,17360.0,Approved
APP101268,37,Female,Yes,3+,Graduate,Yes,Self-Employed,0.1,4010.0,0.0,20.3,240,673.0,1,0.257,1,Rural,43200.0,5.3,1580.0,Approved
APP104613,50,Male,Yes,0,Graduate,No,Salaried,1.5,2470.0,1760.0,22.4,12,594.0,0,0.596,1,Semiurban,33800.0,6.2,1590.0,Rejected
APP104938,56,Male,No,1,Not Graduate,No,Unemployed,0.0,2390.0,1560.0,17.4,240,561.0,0,0.266,1,Rural,25100.0,1.9,8290.0,Rejected
APP102495,37,Male,No,2,Graduate,No,Self-Employed,1.1,1630.0,0.0,10.0,120,794.0,0,0.366,0,Urban,31400.0,5.9,1850.0,Rejected
APP102022,39,Male,Yes,3+,Graduate,No,Salaried,3.3,7380.0,2170.0,46.9,120,447.0,1,0.342,1,Rural,85800.0,4.1,9590.0,Rejected
APP100134,43,Male,Yes,1,Graduate,No,Salaried,5.9,9990.0,1390.0,40.3,180,842.0,1,0.177,1,Rural,19800.0,29.4,7340.0,Approved
APP102789,32,Male,Yes,1,Graduate,No,Self-Employed,1.6,9230.0,2000.0,41.6,12,655.0,0,0.41,1,Semiurban,78200.0,1.9,3520.0,Approved
APP103857,42,Female,Yes,0,Graduate,No,Self-Employed,8.5,9550.0,1690.0,25.4,84,622.0,0,0.513,1,Urban,36100.0,8.5,4380.0,Approved
APP104766,52,Male,Yes,0,Not Graduate,No,Business Owner,1.3,3340.0,0.0,13.5,36,775.0,0,0.106,1,Semiurban,67100.0,1.6,3870.0,Approved
APP100184,44,Female,Yes,0,Not Graduate,Yes,Salaried,4.0,5820.0,0.0,31.8,360,343.0,3,0.585,1,Rural,45600.0,3.5,910.0,Rejected
APP101360,36,Male,No,0,Not Graduate,No,Salaried,7.5,10630.0,0.0,46.8,36,552.0,1,0.169,1,Urban,61900.0,11.7,970.0,Rejected
APP101703,30,Female,Yes,0,Not Graduate,Yes,Business Owner,2.6,4090.0,0.0,16.0,360,673.0,0,0.01,1,Urban,37700.0,6.6,12320.0,Approved
APP100511,28,Female,No,0,Not Graduate,No,Self-Employed,6.7,5000.0,2500.0,35.1,180,721.0,0,0.151,1,Semiurban,49600.0,9.2,1570.0,Approved
APP100877,33,Female,Yes,3+,Graduate,Yes,Salaried,0.2,5290.0,500.0,11.7,180,685.0,1,0.268,1,Urban,52500.0,0.1,7100.0,Approved
APP100062,38,Male,No,,Graduate,No,Salaried,14.4,3450.0,2530.0,17.7,12,534.0,3,0.168,1,Urban,16300.0,7.4,1710.0,Rejected
APP104786,21,Male,No,0,Graduate,No,Salaried,12.6,2430.0,4290.0,26.1,240,657.0,0,0.446,1,Rural,40800.0,23.9,3220.0,Rejected
APP102722,34,Female,Yes,0,Graduate,Yes,Business Owner,0.6,5010.0,0.0,24.4,120,730.0,1,0.13,1,Urban,50100.0,7.0,6780.0,Rejected
APP103787,50,Male,Yes,3+,Graduate,No,Salaried,5.5,4750.0,0.0,28.5,60,604.0,1,0.153,1,Semiurban,65300.0,6.6,5090.0,Rejected
APP102575,21,Male,Yes,1,Graduate,No,Salaried,5.2,1650.0,2170.0,10.0,240,587.0,0,0.444,1,Rural,78800.0,4.3,21930.0,Approved
APP100776,37,Male,No,1,Graduate,No,Salaried,1.0,1300.0,3190.0,17.2,360,628.0,0,0.494,1,Rural,14400.0,5.1,380.0,Rejected
APP100251,39,Male,No,3+,Not Graduate,Yes,Self-Employed,4.0,3030.0,1950.0,24.6,240,783.0,1,0.521,1,Semiurban,68200.0,1.5,1000.0,Approved
APP102394,39,Male,Yes,1,Graduate,No,Salaried,1.4,1720.0,0.0,10.1,12,804.0,0,0.249,1,Urban,23700.0,17.7,4370.0,Approved
APP100859,49,Female,Yes,0,Graduate,No,Business Owner,3.1,2530.0,0.0,11.5,60,635.0,0,0.13,1,Semiurban,16400.0,2.0,720.0,Approved
APP103760,49,Male,Yes,1,Not Graduate,No,Unemployed,0.0,9770.0,0.0,44.6,60,798.0,1,0.138,1,Semiurban,18700.0,5.6,600.0,Approved
APP102656,37,Male,Yes,0,Graduate,No,Salaried,11.2,3710.0,3960.0,39.3,240,678.0,2,0.317,1,Semiurban,37700.0,0.7,4170.0,Approved
APP103388,32,Female,Yes,0,Graduate,No,Self-Employed,1.4,5690.0,0.0,10.8,120,694.0,2,0.082,1,Semiurban,28900.0,4.6,28840.0,Approved
APP100122,42,Male,Yes,3+,Graduate,,Salaried,0.4,5860.0,0.0,28.6,36,658.0,1,0.495,0,Rural,65100.0,2.2,1620.0,Rejected
APP103710,31,Male,Yes,2,Not Graduate,No,Self-Employed,1.0,2800.0,2360.0,25.1,360,620.0,1,0.246,1,Urban,14900.0,1.2,810.0,Rejected
APP101168,25,Male,No,2,Not Graduate,No,Salaried,0.7,1650.0,1620.0,13.1,180,602.0,0,0.199,1,Rural,,5.8,2120.0,Approved
APP101941,50,Male,Yes,0,Graduate,No,Salaried,2.5,4910.0,1560.0,11.3,84,649.0,1,0.161,1,Urban,53300.0,19.0,1850.0,Approved
APP103807,42,Male,Yes,0,Not Graduate,No,Salaried,0.4,1560.0,1010.0,13.3,360,552.0,0,0.348,1,Semiurban,68200.0,19.1,7400.0,Rejected
APP100567,37,Male,No,1,Graduate,Yes,Salaried,5.4,4600.0,2380.0,27.8,240,502.0,0,0.487,1,Urban,33200.0,4.4,4280.0,Approved
APP102370,31,Male,No,0,Graduate,No,Salaried,0.5,5240.0,2460.0,21.9,36,766.0,0,0.323,0,Semiurban,9800.0,1.8,1470.0,Rejected
APP103250,36,Male,No,0,Not Graduate,No,Business Owner,10.8,2420.0,1220.0,10.0,84,536.0,0,0.397,1,Urban,14100.0,1.1,1960.0,Rejected
APP101533,30,Female,No,0,Not Graduate,,Salaried,4.9,4360.0,0.0,20.4,240,719.0,0,0.06,1,Semiurban,18600.0,13.2,10690.0,Approved
APP104214,21,Male,Yes,1,Graduate,Yes,Salaried,0.4,6050.0,0.0,23.3,84,589.0,1,0.186,1,Urban,24300.0,22.2,5740.0,Rejected
APP104985,61,Male,No,0,Graduate,No,Salaried,10.5,7360.0,0.0,40.8,120,550.0,0,0.108,1,Urban,52500.0,7.0,23040.0,Approved
APP101893,39,Male,No,0,Graduate,No,Salaried,0.3,5940.0,0.0,25.9,60,630.0,1,0.283,1,Semiurban,40400.0,9.2,6380.0,Rejected
APP101491,35,Male,Yes,1,Not Graduate,No,Business Owner,4.1,5270.0,0.0,28.5,36,,1,0.543,1,Semiurban,38500.0,3.1,870.0,Rejected
APP104770,44,Male,Yes,3+,Not Graduate,No,Salaried,0.9,3170.0,3260.0,29.9,36,607.0,0,0.275,1,Rural,47500.0,3.0,4580.0,Rejected
APP104200,37,Female,Yes,3+,Graduate,Yes,Salaried,0.1,2720.0,660.0,11.9,12,574.0,0,0.132,1,Semiurban,14800.0,3.8,5130.0,Rejected
APP100720,46,Female,Yes,0,Graduate,No,Salaried,18.6,7560.0,8140.0,58.1,360,686.0,1,0.335,1,Urban,13300.0,3.5,11360.0,Approved
APP102764,32,Male,Yes,0,Graduate,No,Business Owner,5.7,6460.0,1680.0,32.4,360,701.0,2,0.243,0,Semiurban,20300.0,7.1,700.0,Rejected
APP102077,39,Female,No,1,Graduate,No,Self-Employed,15.6,3900.0,0.0,14.5,120,689.0,0,0.192,1,Semiurban,37200.0,12.5,5440.0,Approved
APP101456,32,Female,Yes,1,Graduate,,Salaried,1.4,3870.0,1840.0,,60,470.0,1,0.19,1,Rural,59800.0,6.6,1240.0,Rejected
APP104357,23,Male,No,1,Graduate,No,Salaried,6.4,1480.0,1380.0,10.0,12,,1,0.306,1,Semiurban,73600.0,0.8,16640.0,Approved
APP103260,53,Female,Yes,2,Graduate,No,Salaried,1.7,2010.0,530.0,10.0,36,644.0,0,0.183,1,Urban,20400.0,1.5,2090.0,Rejected
APP100602,46,Female,No,0,Not Graduate,No,Self-Employed,10.4,11260.0,5660.0,36.7,36,687.0,2,0.667,0,Rural,19300.0,14.1,8580.0,Rejected
APP102099,37,Female,Yes,,Graduate,Yes,Salaried,6.5,9130.0,2040.0,20.6,84,615.0,0,0.356,1,Urban,32000.0,1.7,3200.0,Rejected
APP101569,21,Male,Yes,2,Graduate,No,Salaried,12.4,3200.0,0.0,17.2,240,595.0,0,0.361,1,Urban,17300.0,5.8,10850.0,Rejected
APP101101,21,Male,Yes,0,Graduate,No,Self-Employed,2.7,5480.0,1970.0,32.9,180,733.0,1,0.614,1,Rural,53900.0,1.6,3240.0,Rejected
APP103525,33,Male,Yes,0,Graduate,No,Salaried,3.4,1920.0,300.0,10.0,36,733.0,1,0.143,1,Rural,37600.0,7.4,1070.0,Rejected
APP100318,35,Male,No,0,Graduate,No,Salaried,4.5,5890.0,0.0,13.8,36,707.0,0,0.341,1,Rural,36400.0,4.3,2690.0,Approved
APP104497,36,Female,Yes,0,Graduate,Yes,Salaried,1.6,2630.0,0.0,10.0,12,768.0,1,0.508,1,Urban,19900.0,9.1,33520.0,Approved
APP101293,37,Female,Yes,0,Graduate,No,Salaried,0.4,6540.0,1000.0,37.1,12,663.0,0,0.089,1,Urban,,0.5,2390.0,Approved
APP100274,39,Female,Yes,2,Not Graduate,No,Self-Employed,0.1,2630.0,2100.0,18.2,12,745.0,2,0.126,1,Urban,18700.0,4.3,1870.0,Rejected
APP102962,53,Male,No,0,Graduate,No,Salaried,2.0,2640.0,1450.0,12.4,180,609.0,0,0.428,1,Urban,37700.0,3.4,2710.0,Rejected
APP100549,33,Female,Yes,3+,Graduate,No,Business Owner,4.6,4670.0,3410.0,43.0,84,727.0,2,0.425,1,Semiurban,152700.0,15.5,2230.0,Approved
APP102223,27,Male,No,0,Graduate,Yes,Salaried,8.6,2930.0,0.0,14.2,36,534.0,1,0.099,1,Semiurban,31300.0,3.8,5200.0,Rejected
APP103901,43,Male,No,0,Not Graduate,No,Salaried,2.6,1450.0,2310.0,10.0,180,709.0,2,0.372,0,Semiurban,7200.0,9.4,2670.0,Rejected
APP104942,49,Male,Yes,0,Graduate,No,Self-Employed,20.0,7880.0,0.0,43.7,180,692.0,1,0.495,0,Rural,42800.0,0.5,4850.0,Rejected
APP104549,25,Male,Yes,3+,Graduate,Yes,Self-Employed,9.5,6700.0,0.0,22.2,60,584.0,1,0.172,0,Semiurban,59600.0,4.2,4790.0,Rejected
APP100605,47,Male,Yes,1,Not Graduate,No,Unemployed,0.0,2470.0,1840.0,21.4,360,811.0,0,0.174,1,Semiurban,39600.0,8.1,4180.0,Rejected
APP102259,42,Female,No,0,Graduate,Yes,Self-Employed,0.7,3620.0,0.0,21.3,120,737.0,1,0.528,1,Rural,10800.0,5.9,16540.0,Rejected
APP100527,48,Female,No,0,Not Graduate,No,Salaried,2.4,2500.0,1950.0,19.3,36,742.0,0,0.254,1,Semiurban,172600.0,10.4,16380.0,Approved
APP102515,40,Male,No,0,Not Graduate,No,Salaried,1.6,1810.0,2470.0,16.1,36,676.0,2,0.137,1,Urban,14300.0,3.3,14360.0,Approved
APP100776,37,Male,No,1,Graduate,No,Salaried,1.0,1300.0,3190.0,17.2,360,628.0,0,0.494,1,Rural,14400.0,5.1,380.0,Rejected
APP102456,34,Female,Yes,0,Graduate,No,Salaried,7.7,4500.0,3970.0,41.7,180,691.0,1,0.312,1,Semiurban,21200.0,2.7,48130.0,Approved
APP103845,45,Male,Yes,1,Graduate,No,Salaried,6.4,1690.0,3220.0,,60,644.0,0,0.395,1,Rural,39800.0,2.2,10280.0,Approved
APP104954,32,Female,No,0,Graduate,No,Salaried,12.5,10910.0,0.0,26.1,120,462.0,0,0.474,1,Rural,23400.0,4.7,2190.0,Rejected
APP101873,40,Female,Yes,2,Not Graduate,No,Salaried,1.6,8490.0,3730.0,39.1,180,777.0,3,0.302,1,Semiurban,12100.0,32.4,2760.0,Approved
APP103214,38,Female,No,0,Graduate,No,Salaried,2.0,2260.0,2770.0,29.1,84,782.0,2,0.387,1,Semiurban,58500.0,1.1,6050.0,Rejected
APP100298,45,Male,Yes,3+,Not Graduate,No,Salaried,3.3,6500.0,1470.0,16.2,12,586.0,2,0.397,1,Urban,59900.0,0.3,1770.0,Rejected
APP101135,43,Female,No,0,Graduate,No,Salaried,10.6,14980.0,0.0,58.0,36,727.0,0,0.33,1,Urban,26200.0,0.6,14660.0,Approved
APP102585,58,Female,Yes,0,Graduate,No,Self-Employed,8.3,3090.0,820.0,10.0,84,545.0,1,0.169,1,Semiurban,41900.0,9.4,4860.0,Rejected
APP101877,47,Male,Yes,0,Graduate,,Business Owner,4.7,3850.0,1800.0,10.0,180,677.0,1,0.45,1,Urban,30700.0,7.4,3720.0,Rejected
APP104772,31,Male,Yes,0,Graduate,No,Business Owner,7.2,4960.0,0.0,17.3,84,731.0,1,0.097,1,Urban,244300.0,6.6,8960.0,Approved
